comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
OH SHUT UP YOU FUCCIN ASSHOLE! ( ),1,1,1,0,1,0
It means the United States government is extremely corrupt.,1,0,0,0,0,0
"Dude you crazy! Dude, you are totally not cool. Why did you leave me that message on Resume? I totally fixed it. I don't know what's up you gluteus maximus. Dog, you need to cool off your jets in a salon. Get a pedicure and don't be so upset when a brotha is just trying to have a good time. If you want to go on a date with me just leave me your number on my user talk page. Peace",1,0,1,0,0,0
Seasons Greetings ]],0,0,0,0,0,0
I’m going to cut out your maggot-infested tongue and stick it so far up your polluted arse that you’ll be able to lick your eyes.,1,0,1,0,1,0
""" See Internet_Explorer#Market share history overview by year and version. IE7 is with us for some time to come, like it or not. But if others using it have no problems, that's fine, I'm not worried about my specific workplace. come howl! """,0,0,0,0,0,0
"Burn In Hell Paulley Every time I try to edit something, you delete it. You are not the only one who knows about wrestling, so fuck off you prick. I hate you and would wish you nothing but death.",1,0,1,1,1,0
Reference For Jews not walking under the Arch: http://www.davidsconsultants.com/jewishhistory/history.php?index=entries,0,0,0,0,0,0
REDIRECT Talk:Chivalry (video game),0,0,0,0,0,0
"Welcome! Hello, Noplann, and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are some pages that you might find helpful: The five pillars of Wikipedia Tutorial How to edit a page and How to develop articles How to create your first article (using the Article Wizard if you wish) Manual of Style I hope you enjoy editing here and being a Wikipedian! Please sign your messages on discussion pages using four tildes (~~~~); this will automatically insert your username and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or ask your question on this page and then place {{help me}} before the question. Again, welcome! September 2011 This is the English Wikipedia - apart from exceptional circumstances, all contributions will be in English. Further editing in Cyrilic script may find you warned and eventually blocked. Thank you.",0,0,0,0,0,0
Oi! You! Stop vandalising bovine articles! Get a clue. Eat a chappati.,1,0,0,0,0,0
""" August 2006 (UTC) Suck on my hairy balls bitch. Nothing is as sweet as cursing off morons like yourself. I would waste 100 more Wiki accounts just to curse your bitchass. Fucking bitch, thinks she punishes me by blocking. Fucking moron, as if this is a fucking prison and you are the warden. """"There I block you for 24 hours, that will teach you a lesson"""". Ahaha, fucker, get a night life. Civility without character is a nicely dressed car without an engine, you self-righteous swine. Anyway, all that just in case you were planning to unblock me. Adios bitch. 15:05, 24""",1,0,1,0,1,0
"Funny, Dennis Brown repeatedly insutled me on his talk page and in the ANI, then he comes to you to get me blocked. And you actually do it, on the spot. So he can insult me and that's OK, right? This is clearly abuse of your admin powers. In order to help this project, I have been trying hard to solve a big editing problem affecting potentially thousands of articles and this is what you do, block the IP messenger who makes some abrasive, but not abusive comments (after they are made towards me). You didn't even give me a warning on my talk page. Zero warnings from you. You went straight to a block. That's abuse of power. It also smells of admin favortism and IP discrimation. 76.189.121.57",0,0,0,0,0,0
"And from what ive seen over the year and a half ive been on here, your the only once who truly gives a flying fuck about the unreferenced stuff.",1,0,1,0,0,0
I was so glad to read... this. At least there are places in the world that ignore pathetic claims and whining from silly retarded bints with nothing better to do. A bit of rape never hurt anyone anyway. Who the hell do you feminists think you are anyway? Know your place!,1,0,0,0,0,0
""":::::I don't understand this. What is going on? Arthur Rubin just blocked me? I mean is this process autocratic? Like anyone can block any time with random allegations? I couldn't help getting deeply insulted by this kind of behaviour. Some one on another page called me """"shit-stirring troll"""" or """"MORON"""" and told me to """"Fuck off"""" because I was asking questions. Now I'm the bad guy? WHAT IS THIS? It all started yesterday when I edited a page Criticism of Islam. Please do check its history. I concede, my previous edit might have not been up to wikipedia standards but the administrator drmies, when I asked him why he reverted the changes, threatened to block me, told me """"be prepared to be blocked""""(Now I know he was not the only one to feel that way). I ignored his threat as I was sanguine I was not being impolite or uncivil in any way. So subsequently I edited it for the last time and I truly kept it neutrally Informative (added Information which was not previously there on the page). But somebody reverted the changes again. Then I wanted to know more as to where was I going wrong. They told me that my sources are not reliable and other sources are simply reliable because they say so. Believe me that pretty much sums up their justification for reverting all of my changes.I am not a liar. I loathe sanctimonious Bigots.The truth is, criticism of islam article has so terribly untrue statements for sanitizing muhammad's misconducts and odious commands of Quran. It is less of a criticism of Islam and more of an apologetic exposition, a deadly attempt to justify many obscene misconduct of Muhammad) not to mention it is also fraught with atrocious lies with unreliable references. It is a grievous assault on history itself. No offense, but I think they don't know Islam very well. (Talk if you want) """,0,0,0,0,0,0
I notice that his sock puppet was called,0,0,0,0,0,0
Clues? Hey Gabe! I have left over dozen clues for you on WP in the last two weeks and you are still as clueless as evan... oops ever. Your whining is going to get you in trouble though. Time to suck it up and stop looking under your bed before sleep. Your relationship with your spouse may improve if you would just listen to him/her and get away from your total control of other people. It isn't helping that huge inferiority complex. The blokes that kicked you around years ago don't count anymore. Take it or leave it. I am bigger than you. Again suck it up and on your bike. 216.191.214.90,1,0,1,0,0,0
Wow. You're a dick too.,1,0,1,0,1,0
""" Your accusations are false and malicious. You hurl accusations to justify your attempt to enhance POV editing in the article. There has indeed been bullying on the article but it has been directed AT me, not by me. You are obviously looking at this is a very biased manner. You punish Wikid for making a joke about a swine that offended The Magnificent Clean-Keeper. Yet, you punish me when I complain about horrible words being directed at me, including the repeated use of the """"F"""" word by The Magnificent Clean-Keeper towards me. There has been a great deal of harassment directed towards me, yet you totally ignore it or never looked into it. Then you make the totally false charge that I misused mediation. That is outrageous. The mediator turned out to have a srong bias. He could not fulfill the role of an impartial mediator, in my opinion. To say that rejecting a mediator who had openly expressed a strong bias is wrongful is just more bias on your part. I agree that Wikipedia is not an advocacy site, and that is the exact point I have tried to make. BOTH sides of the murder mystery need to be included but since you have blocked both editors on the same side and encouraged the others to remove ALL of our work, it will hardly be a surprise when this article reads like the prosecutor's brief. But to me the worst part is to see the condoning of abuse of a woman editor. That is so sickening it is beyond what I am willing to tolerate, even to try to help achieve NPOV in an article. """,1,0,0,0,0,0
""" It's truly disturbing that such a slimy, disingenguous troll is allowed free rein here without sanction and the apparent support of the administrative section. You KNOW that Freeman was a far greater expert on Samoa, as he is universally described by the secondary sources. But you are looking for any tenuous excuse to belittle his authority because you are so transparently biased and dishonest. Yes, his dissertation was on Borneo, does that preclude him from being an expert in anything else? As you KNOW, it doesn't. Boas' dissertation was on the color of water, should I write """"Franz Boas, whose own research was on the color of water"""" everytime he is introduced in an anthropological dispute to discredit him? PLEASE STOP WASTING MY TIME WITH LAME SOPHISTRY, BIAS AND DISHONESTY. Thank you. """,0,0,0,0,0,0
"Redirect to Firefly I've blanked and redirected this new article to Firefly. The definition given is first that it's a nickname for a firefly, and there's a passing mention to a drink with that name. The drink does not appear to be encyclopedic, so it's my hope that this redirect to the full Firefly article will serve the purposes of WP best. If not, my change should be reverted and we should get some consensus here in case I'm a clod. - (☎)",0,0,0,0,0,0
I hate you. You are so mean to me. Stop deleting my pages. You trap cat alien.,1,0,0,0,0,0
""" Go ahead and threaten me more. All that collection of jerks do is threaten me. I tried to come and suggest improvements and I get them calling me names, claiming I misrepresent sources (I DO NOT) and threatening me if I """"misrepresent sources"""" again meaning if I speak and I'm not agreeing with them. This whole place is fucking corrupt.""",1,0,1,0,1,0
"Jewish Please dont think that jews are everyone just based on your claims. Also dont think jews are smart. if you think so, you are making a clown out of yourself..",0,0,0,0,0,1
Yes they were Hitler Stated that Slavs were lesser races and should be salves or killed,1,0,0,0,0,0
Your not a scholar and you should be banned for hostility towards other users.,1,0,0,0,0,0
bilcat mom is a dumpster slutt,1,0,1,0,1,0
""" Celia (telenovela) For who is constantly erasing what is written in this page we suggest you refer to the history of Celia Cruz and know why she is treated as the most important and influential Latin music singer. Additionally see the novel or read any of the reliable biographies of Celia Cruz where it is evident that the writing on the plot of the series in this page is entirely correct. For this reason while Wikipedia administrators do not take action against your unfounded editings, here we put what should be written on the page, and you insistently erase . Celia (telenovela) From Wikipedia, the free encyclopedia This article is about the Spanish-language telenovela. For TV series of Spain, see Celia (TV series). Celia Celia, telenovela.jpg GenreTABTelenovela Created byTAB Andrés Salgado Paul Rodríguez Directed byTAB Víctor Mallarino[1] Liliana Bocanegra [1] StarringTAB Jeimy Osorio Aymeé Nuviola Modesto Lacén Willy Denton Opening themeTAB""""La negra tiene tumbao"""" by Celia Cruz Country of originTABColombia, United States Original language(s)TABSpanish No. of seasonsTAB1 Production Executive producer(s)TABNelsón Martínez Location(s)TABCartagena, Bogotá, Colombia[2] Release Original networkTAB Telemundo RCN Televisión First shown inTABColombia Original releaseTABOctober 5, 2015 – present Celia, is a Spanish-language telenovela produced by Fox Telecolombia for RCN Televisión and Telemundo.[1] Is based on the life of the most important and influential Latin American singer Celia Cruz.[1][3][4] Plot[edit source | edit] """"Celia"""" tells the story and musical legacy of an amazing woman who began her extraordinary career in the midst of the Cuban Revolution, during a time where a female singer had no stage. This lady creates a revolution after imposing respect for women in popular music; she breaks the barriers of racism, she takes over the world with his powerful voice and his appealing style, becoming the universal icon of Latinos Worldwide. Cast[edit source | edit] Actor[1]TABCharacter Jeimy OsorioTABYoung Celia Cruz[5] Aymeé NuviolaTABCelia Cruz[6] Modesto LacénTABYoung Pedro Knight[7] Willy DentonTABPedro Knight[8] Moisés AnguloTABSimón Cruz[9] Margoth VelásquezTABOllita Alfonso[10] Aida BossaTABNoris Alfonso[11] Brenda HanstTABAna Alfonso[12] Carolina SabinoTABMyrta Silva[13] Abel RodríguezTABEliécer Calvo[14] Carolina GaitánTABLola Calvo[15] Jonathan Islas[16]TABMario Agüero[17] Luciano D'Alessandro[18]TABAlberto Blanco[19] Alberto PujolTABRogelio Martínez[20] Indhira SerranoTABMyrelys Bocanegra[21] José NarváezTABRené Neira Jorge CardenasTABCaíto Michell GuilloTABGamaiel """"Gamita"""" Alfonso Juan Alfonso BaptistaTABRamón Cabrera Carlos VesgaTABBilly Mijail MulkayTABTito Fuentes Audience[edit source | edit] In Colombia, the series premiered with 13.3 of rating, exceeding the program La Voz Kids Colombia.[22]In the United States the series debuted with 2.38 million viewers.[23] Broadcast[edit source | edit] The series premiered on October 5, 2015, in Colombia on RCN Televisión,[24]on October 13, 2015, in United States on Telemundo.[2]""",0,0,0,0,0,0
""" You're asking Evilphoenix? He's one that totally abuses his administration rights. This user makes false assumptions on Wikipedia without proof, and then just hap-hazardly does what he wants to do. My opinion """"Go ask someone else"""". """,0,0,0,0,0,0
"Some reading material I was listening to The Ballad of JamesBWatson and was inspired to make some poetry You are bizarre and a knob. You're a terrible bum and a snob. You're a simian loser, A malodorous boozer, And a boob and a fiend and a slob. You are insane and a brat. You're a miscreant mule and a prat. You're a rube and a dog, An unscrupulous hog, And your mind is redundant and fat. You are a putz and a mule. You're a fool and a goob and a tool. You're a brat and a goob, A bum and a rube, You're creepy, disgusting, and cruel. You are a twit and a drunk. You're a snot and an obstinate punk. You're a spaz and a sham, An androgynous ham, And a pain and a schmuck and a skunk. 23.27.220.137",0,0,1,0,1,0
"Fantastic! Give me a block and blantantly ignore the behaviours of the others. So, it's controversal to state why i'm so irate, but yet it's within guidelines to: Insult my intelligence Degrade my character and overall tell me to fuck off? Wow. 4:21 15 January 2012 (UTC)",1,0,1,0,0,0
"screw you. why did you take off my cultural reference for burnhamthorpe road? you fucking moron, it's notable, put it back in.",1,0,1,0,1,0
"I did move the domestic section into prose and not list but you reverted it. Further we dont have an aribitrary definition of what is notable and remove the rest and as out of context. RS sources said it, it is official from the country that is notable. If there are many notable reactions then wyes we add them. Further discuss this before reverting to one version. There isn;t jsut your idea of what is deemed encyclopaedic.",0,0,0,0,0,0
""" G.O.B. Your additions were superfluous. It is obvious by reading the lead that these are """"fictional"""" characters. """"[P]layed by..."""" makes it clear. Therefore, the additions were redundant. Subsequently, I removed them. 06:08, 19 Nov 2004 (UTC)""",0,0,0,0,0,0
"This doesn't explain much After reading the article I still found myself wondering how grades are calculated. The table would suggest a 9% grade is merely 5°, but I was on a 9% road today and it must have been at least 30°. The linked page offers a much clearer answer, that the grade is simply 100*(rise/run). Perhaps this is not a common standard but it is certainly used in Northern Alberta and BC. -) Though, I still don't understand why percentages are used at all. -/",0,0,0,0,0,0
""" Thanks for the quick action. """,0,0,0,0,0,0
""" Ones again, that what you just said is to the question above. He was relevant during his life time to the Serbia and Montenegro. As it is cited in the article """"He ruled over an area in eastern Montenegro"""", language tag will be reverted. Also, references. speaks """,0,0,0,0,0,0
"Update, check the Tech talk page for my demands. I remain, The Masked Flag of Freedom.",0,0,0,0,0,0
HE SHOULD HAVE A PAGE,0,0,0,0,0,0
""" I have done dozens of useful edits on Etty, including a few just today. You seem to be completely oblivious to WP:Good faith. I did an edit awhile back on another of your articles (moved a picture as I recall) and got a similar rude summary comment from you. Not more than 10 minutes later, a total stranger emailed me to apologize for your rudeness. The person said """"It's only Wikipedia, just ignore it"""". I only try to help articles, never to damage them. It would be nicer if you simply changed edits that you don't like rather than do a vicious reversion with a snide remark. """,0,0,0,0,0,0
""" ♠ΜōōŠε♠ u suck loser. go kill urself. lol. u bloody cow with retards as friends. ur inbred. dont ever tell *the mooose* wat not to do. loser loser. go back to china. loser. ♠ΜōōŠε♠ """,1,0,1,1,1,0
Trolling Facebook has been reported and is regullary trolled by Josh Ware of Nevada. This is because Josh Ware is a waste of life and a faggot who fucks his dad and can't figure anything else to do in his own existence then to perform these two hobbies continuously. Watch out for that guy. He's digustingly and sickeningly gay.,1,1,1,0,1,1
I agree with the above. Rwiggum is a wanker! Are you going to delete this or you want to keep it public? 195.22.28.18,1,0,0,0,0,0
"""::What point do you think you have? There's whole article dedicated to Hillary smears and character assassination ! Hillary_Rodham_Clinton_controversies Do you like this one? """"In the 2000 book State of a Union: Inside the Complex Marriage of Bill and Hillary Clinton by former National Enquirer reporter Jerry Oppenheimer, lawyer Paul Fray, who ran Bill Clinton's failed 1974 run for Congress, claimed that after that defeat, Hillary Rodham, then Clinton's girlfriend, raged that he (Fray) was a “Fucking Jew Bastard.” [4] Failed National Enquirer reporters are now RS V sources for the Hillary-haters. - """,1,0,0,0,0,0
"""::::""""In addition, unless SarekofVulcan states that the image should be included in the article, his feelings that it meets the NFCC cut should not be interpreted as support for its inclusion in the article itself."""" Hm, seems to me that you're just as guilty of interpreting someone else's words and actions. """,0,0,0,0,0,0
"Rude C*nt Don't delete the streak on Jack Frost's page mate, no one gives a fuc* about your opinion you fgt",1,0,0,0,0,0
We can not block you because we are dumb and you are using webanywhere,1,0,0,0,1,0
""" Why? When there is already a specific article relating to SY meditation. """,0,0,0,0,0,0
REDIRECT Talk:Council Manager (Republic of Ireland),0,0,0,0,0,0
""" Um no. I think there may be a misunderstanding. I am in full agreement that o Canada is played at many, many, many public events. I am refering to GSTQ. I don't disagree with you Miesianiacal. But stating that GSTQ is sometimes played at public events is plain misleading. Military events seem to be the only one's to play it within the last 40 years. What if it went: """"it is sometimes played along with O Canada at military events"""". Or something to that affect.""",0,0,0,0,0,0
WHEN YOU COME HERE TO SAY NAUGHTY NAUGHT. GO F.U.C.K YOURSELVES.,1,1,1,0,1,0
You make the page worthless.,0,0,0,0,0,0
F UCK YOU F UCK YOU SUGGESTBOT,1,0,1,0,1,0
I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS!,1,0,0,0,0,0
"""So the upshot """"24.184.169.37"""" is you want to change a stated reliable source in a wikipedia articel to an unreliable source. For what reason? The article already establishes that the Smackdown tag team belts are part of the triple crown and the grand slam, what reason is there to introduce an unreliable source when we have a reliable one? """,0,0,0,0,0,0
If they are idiots what I can do ?,1,0,0,0,1,0
""" If you look at which one of us is writing what, you'd see which one of us is truly """"warring."""" For that matter, look at his talk page. """,0,0,0,0,0,0
Eleemosynary == I strongly advise you to leave Eleemosynary alone. Your past comments to this user have been intemperate and uncivil. Quite wat good you expect to achieve by goading them about calling the cops is unclear to me. Guy ==,0,0,0,0,0,0
"""Please do not add commercial links or links to your own private websites to Wikipedia. Wikipedia is not a vehicle for advertising or a mere collection of external links. You are, however, encouraged to add content instead of links to the encyclopedia. If you feel the link should be added to the article, then please discuss it on the article's talk page rather than re-adding it. See the welcome page to learn more about Wikipedia. Thanks. -T """,0,0,0,0,0,0
""" Excuse me hypocrite? Yet trolling moderators who automatically revert posts and claim """"unconstructive"""" based on their mere feelings is not personally attacking me? Since when is """"personal attacking"""" calling a spade a spade? If you are a hypocrite as well as your friends, who are you to tell me not to call them that? Why are you such hypocrites? Who made you God that you are permitted to personally attack those who expose your god Darwin as a false God and yet ban those who expose you for it? I will call you hypocrites because God commands me to expose you for what you are. To rebuke you for disobeying his laws while bashing your hypocritical anti-biblical standards on others.""",1,0,0,0,0,0
"A tag has been placed on Jonathan Estabrooks, requesting that it be speedily deleted from Wikipedia. This has been done because the article seems to be about a person, group of people, band, club, company, or web content, but it does not indicate how or why the subject is notable, that is, why an article about that subject should be included in Wikipedia. Under the criteria for speedy deletion, articles that do not assert notability may be deleted at any time. Please see the guidelines for what is generally accepted as notable, and if you can indicate why the subject of this article is notable, you may contest the tagging. To do this, add on the top of the page (below the existing db tag) and leave a note on the article's talk page explaining your position. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would confirm its subject's notability under the guidelines. For guidelines on specific types of articles, you may want to check out our criteria for biographies, for web sites, for bands, or for companies. Feel free to leave a note on my talk page if you have any questions about this.",0,0,0,0,0,0
""" Thanks you for the comment. I have missed that other link, and will now go and remove that one too. Wikipedia is not a mere list of links, and external links should ideally be tied into relevant mentions within the text (see WP:NOT). If you feel that the language school link is justified, then why not add a short section mentioning Chester's growing role as a center where Nnon-Engloish speaking students can learn English? The link might be justifiable then, but realise that favouring one language school over another would not be a good idea. (talk) """,0,0,0,0,0,0
write about the mathematical ideas and,0,0,0,0,0,0
""":Much better. D 123 (talk) """,0,0,0,0,0,0
""" Granted. But that still doesn't make one a criminal. Arguing about the law, demonstrating against laws one feels are unjust, advocating changes in the law, and even being an activist in getting laws reconsidered... none of these things are crimes. Therefore the simple fact that pedophiles wish the law were different, and may argue that the law [italic]should[/italic] be different, still does not meet the definition of """"criminal."""" The label is inappropriate. Your own comment seems to acknowledge this (""""[Not] having acted as a criminal...,"""" italics added), so let's not try to imply it.""",0,0,0,0,0,0
""" for what is considered a'innapropiate"""", and """"unethical"""" reasons""",0,0,0,0,0,0
Timeline of artificial satellites and space probes Thanks for your edit.,0,0,0,0,0,0
""" PLEASE INDEF BLOCK THIS ACCOUNT""",0,0,0,0,0,0
HOGTIE THIS YOU FAGGOT,1,0,1,0,1,0
""" I'm not exactly a """"pro-Israeali (sic) Wikipedian"""" (unless by pro-Israeli one means believing that Israel has a right to exist), but in general I would be very sparing the use of the words """"terrorism"""" and """"terrorist"""". It's one thing to say """"A calls B a terrorist"""" that's OK but I can't think of a case where I would want to use it in the narrative voice of the article. In the case of the Munich Massacre, I wouldn't bother fighting to remove the word, nor (to cite an example where the perpetrators were Zionists) would I in the case of the Deir Yassin massacre. Given that we cite the UN calling the Sabra and Shatila Massacre genocidal a much stronger term than terrorist it's hard to imagine what would be gained by adding that word. After all, if we call the SS """"paramilitary"""", it seems reasonable to use the same word for the Phalangists. | Talk 00:33, Nov 17, 2004 (UTC)""",0,0,0,0,0,0
""" What do you think the literal meaning of """"mọc đuôi"""" is? It seems strange. """,0,0,0,0,0,0
Just delete my account you faggot!,1,0,0,0,0,0
Is a one times massive cunt,1,0,1,0,0,0
"Hullaballoo Wolfowitz, Does it concern you at all that the reasons you gave for removing the clarifications were completely nonsensical? You even removed it at one point claiming it was in a section it was not even in!!! Lets just cut to the chase, you are a Jewish man with an agenda to keep Jewish interests in illegally obtained land, by INTERNATIONAL STANDARDS, away from wikipedia pages and the masses as a whole. Right? Regardless, at least be accurate if you are going to start attacking someone for selfish reasons so you do not look like an idiot next time with anyone that takes two seconds to look into this. AND PLEASE, COMMUNICATE WITH ME DIRECTLY NEXT TIME BEFORE BEING OUTWARDLY HOSTILE AS MY DOOR IS ALWAYS OPEN. Thanks! And have a good day!",0,0,0,0,1,0
"Blah Blah Blah! My word, you're boring me to death!",1,0,0,0,1,0
Please ban me This pedia is a wiki pedia and not an encyclo pedia of useful knowledge instead it gives mis information which acts to pro mote agendas,1,0,0,0,0,0
"yeah is that youuu oh i think it is big boi yeah so, whoever wrote that big shit about myles, im going to come round to your shitty little house and stuff a petrol bomb through you fucking shitty little cunt of a letterbox. and yes i do know who you and your inbred parent cunts are. i know where you live. i know your parents mobile phone numbers. i know where they work. be afraid, be very afraid. and i will find a way to stick a fat off bottle of lit jack daniels thru your door. so fuck off yours sincerly the back up of myles ps see you at 12.30 on saturday",1,0,1,1,1,0
""" BLP, ethnicity, gender Remember a couple of years back, when I tried a common subpage for both policy and guidelines? And you objected, so we split them back up? Well, as I predicted, they've diverged over time. And now the wiki-lawyers are arguing that """"policy"""" trumps """"guidelines"""". Since the BLP policy doesn't specifically mention Ethnicity and Gender, while at least a half dozen guidelines do, it's been disrupting WP:CFD, and WP:EGRS, and quite a bit else. Could you take a look at the main (above), and see whether you support adding Ethnicity and Gender into the policy? And do you know of anywhere that the Policy and Guidelines has language about precedence? I suppose that this boils down to prescriptivism versus descriptivism, yet another matter we have discussed. We need both, because the wiki-lawyers look for loopholes. """,0,0,0,0,0,0
I don't care what you say here. I don't believe one sentence anymore.,1,0,0,0,0,0
you really really dont like me. What do you have against me. I am new to this. I started my user thing friday. and you already hate me. you are retarded. get a life and leave me alone you loser!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Ilovedirtbikes,1,0,0,0,1,0
ps you are a faggot with a clipboard Megna,1,0,0,0,0,0
"FU, you stupid british tea bagger. How the hell can Calzaghe and Otteke both have defense streaks in the same division at the same time. Because there both a joke thats how",1,0,0,0,0,0
""" Lubuntu for needy families """"Lubuntu has found a particular use .. for charitable distribution to needy families"""" None of the cited articles actually say that. I would have thought that a better reason to use Lubuntu is the ability to run from a USB device and better security. """,0,0,0,0,0,0
I got the email from Jimbo making it official. I hope this works out for you. (Sound Off),0,0,0,0,0,0
Remove NeilN needs to extract his head from his butt. me,1,0,1,0,1,0
"i know ive been bad but EMC has been mean to me. Quote: Your name will be added here from now on when you vandalize. I'm done with you, you little punk. . Thanks! Bugman",0,0,0,0,1,0
You forgot the notability part of it.,0,0,0,0,0,0
Stop taking your Aspergers fueled rageouts out on UFC Wikipedia articles.,0,0,0,0,0,0
""" Ah I needed to stay away for a day and clear my mind. I wasn't gone for long. ) | talk """,0,0,0,0,0,0
Chavez sure isnt a hero. He's classic scum. And your dumb people fell for his shenanigans.,1,0,1,0,1,0
'''FUCK YOU Ckatz you are german Cock sucker and FUCKER MOTHER FUCKER,1,1,1,0,1,1
""" It's not so much about the English language. It's about concepts and logic. No, I do NOT believe/think/know that I'm in the """"wrong"""" here. I wouldn't be talking about this if I thought I was wrong. Yeah, right. That would be pretty dumb! Puhleease! And what would be supposedly encyclopedically """"wrong"""" with using a phrase like """"U.S. citizen""""? That's been a very accepted term to use, has it not? Why would you or most editors want to revert that back out? Also, why would you guys as encyclopedia admin.s prefer to cater to the wide, but wrong, majority of people who lazily apply the wrong logic to a word rather than standing first with what's actually logically correct, and not bending to the popular vote just because it's what happens to be what most people (wrongly) think is the right way to say something? Aren't encyclopedias there to show people what the REAL truth is? Well then, why not with this simple terminology? If I ask a Canadian (or Mexican, or Brazilian, or whatever) if she was an American and she said no, then despite what she thinks is her """"correct belief,"""" that so many other Canadians(/Mexicans/Brazilians) errantly believe, too (that shows what popularity does to muddy-up a fact), she'd be WRONG. If Canadians (/etc.) were to """"not be Americans,"""" then how could they possibly belong to a continent CALLED AMERICA?""",0,0,0,0,0,0
"i'll get the barnstar graphic done asap and send to you, then we can figure that shit out. Also last night I did something super bad on wikipedia but i HAD to do it....found this guys user page, and i loathe him (i know him from online forums and shit) I KNOW its the right guy cause he commented on the OiNK article and i know him from the site....and its funny cause no one has seen/caught me yet haha o dear, and don't you go reporting it! for once....",0,0,1,0,1,0
"You are an obsessive religious and nationalistic fanatic that vandalises the article on Nicosia constantly. I have not even mentioned the word Greek claim and I have respected your monuments, that are not even yours and are Frankisg Greek or Gothic and you present those twisting historical facts as Turkish. That did not suffice. People like you should not be allowed to present encyclopedic material as you are clearly unable to be unbiased.",0,0,0,0,0,0
"""According to page C17 of this NIST document: http://ts.nist.gov/WeightsAndMeasures/Publications/upload/h4402_appenc.pdf """"by custom, 42 gallons comprise a barrel of crude oil or petroleum products for statistical purposes, and this equivalent is recognized """"for liquids"""" by four States."""" Based on the above, it should be noted that (a) the definition of 42 gallons is """"by custom"""" - not """"by law"""", and (b) the definition of 42 gallons is """"for statistical purposes"""" and does not mention """"for use in trade or commerce"""". This NIST document (page 10) also states that a barrel of oil is 42 gallons (approx. 159 liters): http://ts.nist.gov/WeightsAndMeasures/Metric/upload/fs376-b.pdf NYMEX does define the capacity of a barrel in terms of gallons according to this: http://www.nymex.com/CL_spec.aspx Here we see that the trading unit (for Light Sweet Crude Oil) is specified as """"1,000 barrels (42,000 gallons)"""". """,0,0,0,0,0,0
"Fred, shut up you sad old twat, no one is interested in 'i think i'm fucking god' wiki moderators. get a real job you sad little man...",1,0,1,0,1,1
"And no reply. Obviously it seems there's no legit reason why it can't be there. It's not trivia if its on different articles, same for the lousy content excuse. It's sourced, so it's not OR. It just leads to the conclusion that you just don't want it there, and that's not your choice to make.",0,0,0,0,0,0
"Bacon Sir, I salute your contributions to bacon! 124.170.228.133",0,0,0,0,0,0
"""""""Your welcome""""? Is English your second language? """,0,0,0,0,0,0
"Nope, it originally meant no such thing. Try reading the article.",0,0,0,0,0,0
""" Dear THE HYBRID, You are what we in my family call a """"penal toad"""", I sincerely hope someone kicks you in the balls if you have any. """,1,0,0,0,1,0
""" It warms my heart to know that so many friendly admins are watching my every move, ready to pounce on me for their interpretation of a violation. This outpouring of good faith, fairness and personal integrity reaffirms my confidence in the ultimate rightness of the Wikipedia project. Jimbo is surely a god among men to have created such perfection out of the flesh of mere mortals. """,0,0,0,0,0,0
""" I didn't look at the page, so I don't know what changes you kept. The whole section on the psychology of the fallacy is unacceptable in WP: it is all just made up. I guess """"vandalism"""" is just meant to be a sort of threat. As if there were any way of blocking Hamish. Anyway he is continuing this edit war, after the page protection, and he's still not talking, except to call me """"a shallow, selfish fool""""... Have fun with it. —tc """,1,0,0,0,0,0
"Also, just saying current date poses all the same problems as using the current date macros... -Mrwhizzard",0,0,0,0,0,0
"I concur with its bestowal. You've made excellent contributions to the project, Kusma.",0,0,0,0,0,0
FUCKKKKKKKKKK FUCKKKKKKKKKK USA FUCKKKKKKKKKKKKKK,1,1,1,0,0,0
"You seem to eb paid by myspace and okcupid, that isnt spam?? oh yeah, you decide what is spam, seems like your education level is below zero. You must live your life through this site, good luck... may lfie be good to you. http://en.wikipedia.org/wiki/Matrimonials_Sites and that isnt spam either.... well retarded bastards as you ruin this site... Ill notift some medias about how you support spam from certain services as okcupid",1,0,0,0,0,0
""" You're an idiot There's no such think as """"vandalizing the sandbox"""", idiot. """,1,0,1,0,1,0
